,reward,episode,name
0,-485.0,25,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
1,-164.0,50,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
2,28.0,75,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
3,-378.0,100,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
4,-61.0,125,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
5,-360.0,150,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
6,-108.0,175,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
7,-504.0,200,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
8,225.0,225,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
9,-189.0,250,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
10,107.0,275,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
11,-33.0,300,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
12,-3.0,325,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
13,-118.0,350,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
14,29.0,375,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
15,142.0,400,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
16,-33.0,425,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
17,61.0,450,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
18,-58.0,475,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
19,17.0,500,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
20,-203.0,525,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
21,44.0,550,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
22,-110.0,575,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
23,148.0,600,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
24,-54.0,625,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
25,265.0,650,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
26,-68.0,675,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
27,174.0,700,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
28,-177.0,725,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
29,-9.0,750,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
30,209.0,775,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
31,-82.0,800,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
32,94.0,825,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
33,60.0,850,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
34,-192.0,875,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
35,188.0,900,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
36,189.0,925,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
37,216.0,950,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
38,-110.0,975,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
39,318.0,1000,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
40,-9.0,1025,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
41,101.0,1050,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
42,339.0,1075,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
43,235.0,1100,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
44,335.0,1125,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
45,553.0,1150,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
46,-54.0,1175,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
47,183.0,1200,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
48,83.0,1225,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
49,388.0,1250,lr_0.001_gamma_0.95_decay_rate_0.0003_layers_64_64
