,reward,episode,name
0,-288.0,15,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
1,-10.0,30,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
2,-261.0,45,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
3,-86.0,60,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
4,-288.0,75,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
5,-252.0,90,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
6,-100.0,105,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
7,-221.0,120,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
8,-172.0,135,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
9,71.0,150,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
10,-301.0,165,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
11,6.0,180,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
12,-179.0,195,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
13,-154.0,210,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
14,-388.0,225,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
15,-50.0,240,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
16,-198.0,255,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
17,97.0,270,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
18,55.0,285,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
19,-177.0,300,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
20,-41.0,315,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
21,53.0,330,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
22,171.0,345,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
23,-316.0,360,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
24,31.0,375,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
25,-141.0,390,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
26,-181.0,405,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
27,-30.0,420,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
28,-388.0,435,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
29,242.0,450,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
30,-23.0,465,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
31,-152.0,480,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
32,-348.0,495,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
33,-414.0,510,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
34,-69.0,525,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
35,-134.0,540,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
36,-298.0,555,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
37,-514.0,570,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
38,-83.0,585,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
39,-213.0,600,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
40,27.0,615,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
41,-66.0,630,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
42,-243.0,645,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
43,-278.0,660,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
44,261.0,675,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
45,166.0,690,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
46,-224.0,705,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
47,-340.0,720,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
48,-175.0,735,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
49,63.0,750,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
50,-11.0,765,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
51,85.0,780,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
52,225.0,795,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
53,-58.0,810,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_256_256
