,reward,episode,name
0,-269.0,15,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
1,-20.0,30,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
2,-310.0,45,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
3,-2.0,60,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
4,-531.0,75,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
5,-172.0,90,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
6,-144.0,105,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
7,-113.0,120,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
8,-238.0,135,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
9,80.0,150,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
10,41.0,165,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
11,149.0,180,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
12,-283.0,195,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
13,231.0,210,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
14,-196.0,225,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
15,215.0,240,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
16,-110.0,255,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
17,-505.0,270,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
18,-294.0,285,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
19,433.0,300,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
20,484.0,315,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
21,57.0,330,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
22,270.0,345,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
23,-11.0,360,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
24,450.0,375,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
25,15.0,390,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
26,-175.0,405,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
27,151.0,420,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
28,356.0,435,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
29,321.0,450,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
30,411.0,465,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
31,733.0,480,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
32,153.0,495,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
33,448.0,510,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
34,162.0,525,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
35,379.0,540,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
36,157.0,555,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
37,459.0,570,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
38,11.0,585,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
39,465.0,600,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
40,386.0,615,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
41,455.0,630,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
42,267.0,645,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
43,426.0,660,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
44,851.0,675,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
45,448.0,690,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
46,290.0,705,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
47,498.0,720,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
48,570.0,735,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
49,423.0,750,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
50,291.0,765,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
51,794.0,780,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
52,486.0,795,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
53,345.0,810,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
54,664.0,825,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
55,563.0,840,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
56,475.0,855,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
57,513.0,870,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
58,692.0,885,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
59,841.0,900,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
60,223.0,915,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
61,352.0,930,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
62,605.0,945,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
63,905.0,960,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
64,617.0,975,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
65,960.0,990,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
66,802.0,1005,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
67,865.0,1020,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
68,899.0,1035,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
69,897.0,1050,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
70,791.0,1065,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
71,950.0,1080,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
72,1066.0,1095,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
73,596.0,1110,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
74,787.0,1125,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
75,933.0,1140,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
76,1098.0,1155,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
77,819.0,1170,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
78,1275.0,1185,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
79,828.0,1200,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
80,792.0,1215,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
81,927.0,1230,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
82,900.0,1245,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
83,1159.0,1260,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
84,806.0,1275,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
85,888.0,1290,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
86,631.0,1305,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
87,924.0,1320,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
88,1022.0,1335,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
89,723.0,1350,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
90,1015.0,1365,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
91,903.0,1380,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
92,1001.0,1395,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
93,900.0,1410,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
94,1116.0,1425,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
95,1249.0,1440,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
96,882.0,1455,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
97,972.0,1470,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
98,930.0,1485,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
99,1168.0,1500,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
100,1233.0,1515,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
101,1269.0,1530,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
102,987.0,1545,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
103,965.0,1560,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
104,799.0,1575,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
105,853.0,1590,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
106,848.0,1605,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
107,1137.0,1620,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
108,934.0,1635,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
109,991.0,1650,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
110,992.0,1665,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
111,1137.0,1680,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
112,1017.0,1695,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
113,733.0,1710,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
114,1213.0,1725,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
115,1157.0,1740,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
116,1311.0,1755,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
117,1142.0,1770,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
118,1331.0,1785,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
119,1285.0,1800,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
120,1076.0,1815,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
121,1208.0,1830,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
122,969.0,1845,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
123,1404.0,1860,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
124,1622.0,1875,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
125,1579.0,1890,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
126,1341.0,1905,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
127,1309.0,1920,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
128,1352.0,1935,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
129,1306.0,1950,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
130,1284.0,1965,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
131,1275.0,1980,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
132,1008.0,1995,4_lr_0.001_gamma_0.95_decay_rate_0.0009_layers_32_32
