,reward,episode,name
0,-279.0,25,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
1,43.0,50,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
2,-340.0,75,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
3,71.0,100,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
4,20.0,125,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
5,98.0,150,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
6,-150.0,175,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
7,-315.0,200,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
8,-151.0,225,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
9,42.0,250,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
10,-32.0,275,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
11,41.0,300,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
12,4.0,325,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
13,99.0,350,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
14,413.0,375,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
15,-9.0,400,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
16,-1.0,425,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
17,-16.0,450,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
18,448.0,475,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
19,211.0,500,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
20,117.0,525,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
21,-9.0,550,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
22,126.0,575,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
23,-63.0,600,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
24,187.0,625,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
25,670.0,650,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
26,153.0,675,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
27,446.0,700,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
28,49.0,725,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
29,213.0,750,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
30,148.0,775,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
31,282.0,800,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
32,69.0,825,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
33,423.0,850,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
34,122.0,875,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
35,189.0,900,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
36,99.0,925,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
37,436.0,950,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
38,495.0,975,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_32_32
