,reward,episode,name
0,-176.0,25,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
1,-473.0,50,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
2,-243.0,75,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
3,-212.0,100,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
4,-63.0,125,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
5,-298.0,150,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
6,-139.0,175,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
7,-140.0,200,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
8,-207.0,225,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
9,-551.0,250,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
10,-28.0,275,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
11,-84.0,300,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
12,-248.0,325,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
13,-27.0,350,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
14,-210.0,375,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
15,102.0,400,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
16,60.0,425,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
17,-71.0,450,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
18,44.0,475,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
19,226.0,500,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
20,-9.0,525,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
21,234.0,550,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
22,13.0,575,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
23,-313.0,600,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
24,-81.0,625,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
25,106.0,650,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
26,-14.0,675,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
27,186.0,700,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
28,429.0,725,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
29,141.0,750,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
30,-231.0,775,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
31,45.0,800,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
32,-14.0,825,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
33,90.0,850,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
34,283.0,875,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
35,141.0,900,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
36,3.0,925,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
37,33.0,950,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
38,-60.0,975,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
39,220.0,1000,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
40,210.0,1025,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
41,272.0,1050,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
42,251.0,1075,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
43,441.0,1100,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
44,172.0,1125,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
45,289.0,1150,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
46,204.0,1175,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
47,160.0,1200,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
48,279.0,1225,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_32_32
