,reward,episode,name
0,-362.0,15,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
1,-72.0,30,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
2,-487.0,45,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
3,-207.0,60,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
4,-81.0,75,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
5,-180.0,90,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
6,-154.0,105,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
7,-137.0,120,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
8,58.0,135,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
9,31.0,150,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
10,-65.0,165,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
11,-127.0,180,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
12,-287.0,195,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
13,-81.0,210,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
14,-203.0,225,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
15,-90.0,240,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
16,-239.0,255,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
17,-208.0,270,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
18,8.0,285,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
19,-28.0,300,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
20,-389.0,315,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
21,-297.0,330,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
22,-47.0,345,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
23,-649.0,360,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
24,-155.0,375,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
25,-239.0,390,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
26,-77.0,405,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
27,106.0,420,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_128
