,reward,episode,name
0,-84.0,15,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
1,199.0,30,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
2,-231.0,45,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
3,-185.0,60,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
4,-5.0,75,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
5,123.0,90,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
6,-239.0,105,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
7,-225.0,120,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
8,-177.0,135,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
9,40.0,150,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
10,-167.0,165,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
11,40.0,180,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
12,-259.0,195,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
13,-37.0,210,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
14,-185.0,225,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
15,-441.0,240,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
16,-243.0,255,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
17,-275.0,270,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
18,-302.0,285,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
19,117.0,300,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
20,-94.0,315,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
21,-115.0,330,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
22,-353.0,345,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
23,-91.0,360,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
24,-144.0,375,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
25,-170.0,390,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
26,-76.0,405,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
27,-396.0,420,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
28,86.0,435,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
29,251.0,450,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
30,-230.0,465,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
31,-207.0,480,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
32,357.0,495,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
33,-126.0,510,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
34,134.0,525,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
35,180.0,540,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
36,-123.0,555,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
37,-425.0,570,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
38,-126.0,585,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
39,-208.0,600,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
40,-23.0,615,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
41,115.0,630,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
42,65.0,645,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
43,147.0,660,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
44,192.0,675,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
45,-44.0,690,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
46,206.0,705,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
47,214.0,720,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
48,-350.0,735,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
49,147.0,750,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
50,120.0,765,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
51,-212.0,780,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
52,2.0,795,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
53,-26.0,810,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
54,125.0,825,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
55,-185.0,840,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
56,352.0,855,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
57,56.0,870,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
58,-324.0,885,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
59,328.0,900,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
60,-153.0,915,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
61,-176.0,930,3_lr_0.001_gamma_0.95_decay_rate_0.0003_layers_128_64_32
