,reward,episode,name
0,-153.0,25,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
1,-345.0,50,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
2,-170.0,75,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
3,79.0,100,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
4,-326.0,125,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
5,-442.0,150,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
6,126.0,175,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
7,-337.0,200,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
8,220.0,225,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
9,-234.0,250,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
10,207.0,275,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
11,125.0,300,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
12,-257.0,325,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
13,-372.0,350,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
14,152.0,375,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
15,100.0,400,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
16,-18.0,425,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
17,-192.0,450,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
18,-304.0,475,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
19,-217.0,500,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
20,-45.0,525,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
21,55.0,550,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
22,166.0,575,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
23,-179.0,600,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
24,-287.0,625,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
25,-229.0,650,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
26,-153.0,675,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
27,-21.0,700,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
28,139.0,725,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
29,157.0,750,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
30,207.0,775,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
31,204.0,800,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
32,-72.0,825,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
33,-47.0,850,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
34,189.0,875,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
35,223.0,900,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
36,-36.0,925,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
37,-46.0,950,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
38,333.0,975,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
39,260.0,1000,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
40,189.0,1025,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
41,67.0,1050,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
42,292.0,1075,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
43,415.0,1100,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
44,628.0,1125,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
45,474.0,1150,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
46,120.0,1175,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
47,288.0,1200,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
48,152.0,1225,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
49,453.0,1250,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
50,130.0,1275,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
51,386.0,1300,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
52,648.0,1325,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
53,742.0,1350,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
54,556.0,1375,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
55,711.0,1400,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
56,414.0,1425,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
57,368.0,1450,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
58,180.0,1475,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
59,17.0,1500,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
60,741.0,1525,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
61,198.0,1550,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
62,319.0,1575,lr_0.002_gamma_0.95_decay_rate_0.0005_layers_64_64
