,reward,episode,name
0,-457.0,25,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
1,125.0,50,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
2,-51.0,75,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
3,-50.0,100,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
4,-236.0,125,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
5,-257.0,150,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
6,-63.0,175,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
7,-408.0,200,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
8,80.0,225,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
9,-32.0,250,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
10,86.0,275,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
11,364.0,300,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
12,-338.0,325,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
13,-236.0,350,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
14,-354.0,375,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
15,-145.0,400,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
16,264.0,425,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
17,-2.0,450,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
18,184.0,475,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
19,-96.0,500,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
20,-347.0,525,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
21,88.0,550,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
22,-14.0,575,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
23,332.0,600,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
24,51.0,625,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
25,526.0,650,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
26,73.0,675,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
27,287.0,700,lr_0.005_gamma_0.95_decay_rate_0.0005_layers_16_32
